category,subcategory,service_type,name,short_description,description,duration_in_minutes,session,price_in_czk,benefits,image
Tvarování těla,Budování svalů,package,Budování svalů – kombo 2 partie,Profesionální budování svalů – kombo 2 partie pro viditelné zlepšení. Maximální efekt v čase. Délka: 60 min.,"Budování svalů – kombo 2 partie je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Maximální efekt v čase
• výrazné zpevnění
• podpora spalování tuků
• simultánní aktivace

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,6060,"Maximální efekt v čase, výrazné zpevnění, podpora spalování tuků, simultánní aktivace","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Budování svalů,package,Budování svalů – balíček kombo (5 ošetření),Profesionální budování svalů – balíček kombo (5 ošetření) pro viditelné zlepšení. Postupný progres. Délka: 60 min.,"Budování svalů – balíček kombo (5 ošetření) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Postupný progres
• tvarování a zpevnění
• efektivní plán
• úspora oproti jednotlivým sezením

Plán a doporučení:
Doporučený plán: 5. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,5,9450,"Postupný progres, tvarování a zpevnění, efektivní plán, úspora oproti jednotlivým sezením","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Budování svalů,package,Budování svalů – balíček kombo (10 ošetření),Profesionální budování svalů – balíček kombo (10 ošetření) pro viditelné zlepšení. Intenzivní série pro výrazné výsledky. Délka: 60 min.,"Budování svalů – balíček kombo (10 ošetření) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Intenzivní série pro výrazné výsledky
• zpevnění
• formování
• výhodná cena za sezení

Plán a doporučení:
Doporučený plán: 10. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,10,17850,"Intenzivní série pro výrazné výsledky, zpevnění, formování, výhodná cena za sezení","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Budování svalů,package,Budování svalů – balíček 2 partie (8 ošetření),Profesionální budování svalů – balíček 2 partie (8 ošetření) pro viditelné zlepšení. Dlouhodobé výsledky. Délka: 60 min.,"Budování svalů – balíček 2 partie (8 ošetření) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Dlouhodobé výsledky
• postupné zpevnění
• tvarování postavy
• zlepšení vytrvalosti

Plán a doporučení:
Doporučený plán: 8. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,8,9880,"Dlouhodobé výsledky, postupné zpevnění, tvarování postavy, zlepšení vytrvalosti","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Kosmetika,Doplňkové služby,single,Depilace obličeje,Profesionální depilace obličeje pro viditelné zlepšení. Hladká pleť. Délka: 20 min.,"Depilace obličeje je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Hladká pleť
• čistší póry
• lepší aplikace makeupu
• okamžitý efekt

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 20 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",20,1,150,"Hladká pleť, čistší póry, lepší aplikace makeupu, okamžitý efekt","kosmetika/depilace-1.jpg, kosmetika/depilace-2.jpg, kosmetika/depilace-3.jpg, kosmetika/Kosmetika Detail 2.jpeg, kosmetika/Kosmetika Detail.jpeg"
HIFU ošetření,HIFU tvář,single,HIFU facelift – celý obličej,Profesionální hifu facelift – celý obličej pro viditelné zlepšení. Zpevnění kontur. Délka: 60 min.,"HIFU facelift – celý obličej je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zpevnění kontur
• stimulace kolagenu
• vyhlazení jemných vrásek
• dlouhodobý efekt

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,5500,"Zpevnění kontur, stimulace kolagenu, vyhlazení jemných vrásek, dlouhodobý efekt","hifu/hifu-oblicej.jpeg, hifu/hifu-oblicej2.jpeg, hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg"
HIFU ošetření,HIFU tvář,package,HIFU facelift – obličej + krk,Profesionální hifu facelift – obličej + krk pro viditelné zlepšení. Lifting obličeje i krku. Délka: 90 min.,"HIFU facelift – obličej + krk je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Lifting obličeje i krku
• zpevnění kontur
• podpora kolagenu
• bez rekonvalescence

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 90 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",90,1,6500,"Lifting obličeje i krku, zpevnění kontur, podpora kolagenu, bez rekonvalescence","hifu/hifu-oblicej.jpeg, hifu/hifu-oblicej2.jpeg, hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg"
HIFU ošetření,HIFU tvář,package,HIFU facelift – krk a podbradek,Profesionální hifu facelift – krk a podbradek pro viditelné zlepšení. Zpevnění krku. Délka: 45 min.,"HIFU facelift – krk a podbradek je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zpevnění krku
• definice linie brady
• lepší elasticita
• bez operace

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 45 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",45,1,3900,"Zpevnění krku, definice linie brady, lepší elasticita, bez operace","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
HIFU ošetření,HIFU tvář,package,HIFU facelift – čelo a oční okolí,Profesionální hifu facelift – čelo a oční okolí pro viditelné zlepšení. Redukce jemných linek. Délka: 30 min.,"HIFU facelift – čelo a oční okolí je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce jemných linek
• vypnutí očního okolí
• svěžejší vzhled
• šetrné provedení

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 30 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",30,1,2900,"Redukce jemných linek, vypnutí očního okolí, svěžejší vzhled, šetrné provedení","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
HIFU ošetření,HIFU tvář,single,HIFU facelift – dolní část obličeje,Profesionální hifu facelift – dolní část obličeje pro viditelné zlepšení. Zpevnění kontur. Délka: 60 min.,"HIFU facelift – dolní část obličeje je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zpevnění kontur
• mladistvější profil
• podpora kolagenu
• přirozený lifting

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,4500,"Zpevnění kontur, mladistvější profil, podpora kolagenu, přirozený lifting","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
HIFU ošetření,HIFU tvář,single,HIFU facelift – oblast očí,Profesionální hifu facelift – oblast očí pro viditelné zlepšení. Redukce jemných vrásek. Délka: 30 min.,"HIFU facelift – oblast očí je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce jemných vrásek
• zpevnění očního okolí
• rozjasněný pohled
• šetrné ošetření

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 30 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",30,1,2000,"Redukce jemných vrásek, zpevnění očního okolí, rozjasněný pohled, šetrné ošetření","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
HIFU ošetření,HIFU tělo,single,HIFU formování břicha – celé břicho,Profesionální hifu formování břicha – celé břicho pro viditelné zlepšení tělo. Redukce tukových buněk. Délka: 60 min.,"HIFU formování břicha – celé břicho je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu. Zaměřujeme se na oblast: tělo.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce tukových buněk
• zpevnění kůže
• tvarování kontur
• stimulace kolagenu

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,6500,"Redukce tukových buněk, zpevnění kůže, tvarování kontur, stimulace kolagenu","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
HIFU ošetření,HIFU tělo,single,HIFU formování břicha – horní část,Profesionální hifu formování břicha – horní část pro viditelné zlepšení tělo. Cílená redukce tuku. Délka: 60 min.,"HIFU formování břicha – horní část je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu. Zaměřujeme se na oblast: tělo.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Cílená redukce tuku
• zpevnění horní části
• vyhlazení kontur
• neinvazivní řešení

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,3900,"Cílená redukce tuku, zpevnění horní části, vyhlazení kontur, neinvazivní řešení","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
HIFU ošetření,HIFU tělo,single,HIFU formování břicha – dolní část,Profesionální hifu formování břicha – dolní část pro viditelné zlepšení tělo. Redukce dolního břicha. Délka: 60 min.,"HIFU formování břicha – dolní část je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu. Zaměřujeme se na oblast: tělo.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce dolního břicha
• zpevnění kůže
• vyhlazení kontur
• cílené formování

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,3900,"Redukce dolního břicha, zpevnění kůže, vyhlazení kontur, cílené formování","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
HIFU ošetření,HIFU tělo,single,HIFU formování paží,Profesionální hifu formování paží pro viditelné zlepšení tělo. Zpevnění paží. Délka: 60 min.,"HIFU formování paží je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu. Zaměřujeme se na oblast: tělo.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zpevnění paží
• redukce tuku
• zlepšení kontur
• bez rekonvalescence

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,4900,"Zpevnění paží, redukce tuku, zlepšení kontur, bez rekonvalescence","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
HIFU ošetření,HIFU tělo,single,HIFU formování stehen – jedna oblast,Profesionální hifu formování stehen – jedna oblast pro viditelné zlepšení tělo. Cílené zeštíhlení. Délka: 60 min.,"HIFU formování stehen – jedna oblast je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu. Zaměřujeme se na oblast: tělo.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Cílené zeštíhlení
• zpevnění vybrané oblasti
• vyhlazení kontur
• přirozený výsledek

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,6500,"Cílené zeštíhlení, zpevnění vybrané oblasti, vyhlazení kontur, přirozený výsledek","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
HIFU ošetření,HIFU tělo,single,HIFU formování stehen – obě části,Profesionální hifu formování stehen – obě části pro viditelné zlepšení tělo. Komplexní zeštíhlení stehen. Délka: 60 min.,"HIFU formování stehen – obě části je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu. Zaměřujeme se na oblast: tělo.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Komplexní zeštíhlení stehen
• celkové zpevnění
• harmonické kontury
• viditelný efekt

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,9000,"Komplexní zeštíhlení stehen, celkové zpevnění, harmonické kontury, viditelný efekt","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
HIFU ošetření,HIFU tělo,single,HIFU omlazení kolen,Profesionální hifu omlazení kolen pro viditelné zlepšení tělo. Vypnutí kůže. Délka: 60 min.,"HIFU omlazení kolen je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu. Zaměřujeme se na oblast: tělo.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Vypnutí kůže
• zpevnění oblasti kolen
• mladistvější vzhled
• stimulace kolagenu

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,3500,"Vypnutí kůže, zpevnění oblasti kolen, mladistvější vzhled, stimulace kolagenu","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
HIFU ošetření,HIFU tělo,package,HIFU facelift – balíček obličej + krk + dekolt,Profesionální hifu facelift – balíček obličej + krk + dekolt pro viditelné zlepšení tělo. Komplexní lifting efekt. Délka: 60 min.,"HIFU facelift – balíček obličej + krk + dekolt je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu. Zaměřujeme se na oblast: tělo.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Komplexní lifting efekt
• zpevnění kontur
• redukce vrásek
• stimulace kolagenu

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,8900,"Komplexní lifting efekt, zpevnění kontur, redukce vrásek, stimulace kolagenu","hifu/hifu-oblicej.jpeg, hifu/hifu-oblicej2.jpeg, hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg"
HIFU ošetření,HIFU tělo,package,HIFU tvarování těla – individuální balíček,Profesionální hifu tvarování těla – individuální balíček pro viditelné zlepšení tělo. Individuální plán. Délka: 60 min.,"HIFU tvarování těla – individuální balíček je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu. Zaměřujeme se na oblast: tělo.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Individuální plán
• komplexní formování
• cílené tvarování vybraných partií
• personalizovaný přístup

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,12900,"Individuální plán, komplexní formování, cílené tvarování vybraných partií, personalizovaný přístup","hifu/hifu-1.jpg, hifu/hifu-2.jpeg, hifu/hifu-3.jpeg, hifu/hifu-4.jpeg, hifu/hifu-oblicej.jpeg"
Tvarování těla,Endos-roller,single,Endos-roller – paže a předloktí,Profesionální endos-roller – paže a předloktí pro viditelné zlepšení. Odvodnění paží. Délka: 45 min.,"Endos-roller – paže a předloktí je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Odvodnění paží
• zlepšení cirkulace
• jemné zpevnění
• úleva od únavy

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 45 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",45,1,850,"Odvodnění paží, zlepšení cirkulace, jemné zpevnění, úleva od únavy","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
