Category,PackageName,Description,Price,Sessions,Price_Cleaned,Image
Radiofrekvence,Radiofrekvence balíček 5 ošetření obličej - sleva 10%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Balíček 5 radiofrekvenčních ošetření obličeje se slevou 10%. Intenzivní program pro omlazení a zpevnění pleti. Stimuluje tvorbu kolagenu a elastinu. Dlouhodobé výsledky. Profesionální péče pro krásnou pleť. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",3 600Kč,1,3600,service-radiofrekvence.jpg
Radiofrekvence,Radiofrekvence balíček 10 ošetření obličej - sleva 15%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Prémiový balíček 10 radiofrekvenčních ošetření obličeje se slevou 15%. Maximální omlazení a zpevnění pleti. Stimuluje tvorbu kolagenu a elastinu. Nejúčinnější program pro transformaci pleti. Dlouhodobé výsledky. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",6 800Kč,1,6800,service-radiofrekvence.jpg
Radiofrekvence,Radiofrekvence balíček 5 ošetření obličej + krk - sleva 10%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Balíček 5 radiofrekvenčních ošetření obličeje a krku se slevou 10%. Intenzivní program pro komplexní omlazení a zpevnění pleti. Stimuluje tvorbu kolagenu a elastinu. Dlouhodobé výsledky. Profesionální péče pro krásnou pleť. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",5 400Kč,1,5400,service-radiofrekvence.jpg
Radiofrekvence,Radiofrekvence balíček 10 ošetření obličej + krk - sleva 15%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Prémiový balíček 10 radiofrekvenčních ošetření obličeje a krku se slevou 15%. Maximální omlazení a zpevnění pleti. Stimuluje tvorbu kolagenu a elastinu. Nejúčinnější program pro transformaci pleti. Dlouhodobé výsledky. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",10 200Kč,1,10200,service-radiofrekvence.jpg
Radiofrekvence,Radiofrekvence balíček 5 ošetření obličej + krk + dekolt - sleva 10%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Balíček 5 radiofrekvenčních ošetření obličeje, krku a dekoltu se slevou 10%. Intenzivní program pro maximální omlazení a zpevnění pleti. Stimuluje tvorbu kolagenu a elastinu. Dlouhodobé výsledky. Profesionální péče pro krásnou pleť. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",6 750Kč,1,6750,service-radiofrekvence.jpg
Radiofrekvence,Radiofrekvence balíček 10 ošetření obličej + krk + dekolt - sleva 15%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Prémiový balíček 10 radiofrekvenčních ošetření obličeje, krku a dekoltu se slevou 15%. Maximální omlazení a zpevnění pleti. Stimuluje tvorbu kolagenu a elastinu. Nejúčinnější program pro transformaci pleti. Dlouhodobé výsledky. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",12 750Kč,1,12750,service-radiofrekvence.jpg
Radiofrekvence,Radiofrekvence tělo 1 partie 30 minut,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Radiofrekvenční ošetření těla pro zpevnění pokožky a redukci celulitidy. Stimuluje tvorbu kolagenu a elastinu, zlepšuje elasticitu a tonus. Bezbolestné a neinvazivní. Ideální pro břicho, stehna, hýždě. Viditelné výsledky po několika sezeních. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",900Kč,1,900,service-radiofrekvence.jpg
Radiofrekvence,Radiofrekvence tělo 2 partie 45 minut,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Radiofrekvenční ošetření těla pro dvě partie za 45 minut. Zpevňuje pokožku a redukuje celulitidu. Stimuluje tvorbu kolagenu a elastinu, zlepšuje elasticitu a tonus. Bezbolestné a neinvazivní. Rychlé a viditelné výsledky. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",1 300Kč,1,1300,service-radiofrekvence.jpg
Radiofrekvence,Radiofrekvence balíček 5 ošetření tělo 1 partie - sleva 10%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Balíček 5 radiofrekvenčních ošetření těla pro jednu partii se slevou 10%. Intenzivní program pro zpevnění pokožky a redukci celulitidy. Stimuluje tvorbu kolagenu a elastinu. Dlouhodobé výsledky. Profesionální péče pro krásnou postavu. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",4 050Kč,1,4050,service-radiofrekvence.jpg
Radiofrekvence,Radiofrekvence balíček 10 ošetření tělo 1 partie - sleva 15%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Prémiový balíček 10 radiofrekvenčních ošetření těla pro jednu partii se slevou 15%. Maximální zpevnění pokožky a redukce celulitidy. Stimuluje tvorbu kolagenu a elastinu. Nejúčinnější program pro transformaci postavy. Dlouhodobé výsledky. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",7 650Kč,1,7650,service-radiofrekvence.jpg
Radiofrekvence,Radiofrekvence balíček 5 ošetření tělo 2 partie - sleva 10%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Balíček 5 radiofrekvenčních ošetření těla pro dvě partie se slevou 10%. Intenzivní program pro zpevnění pokožky a redukci celulitidy. Stimuluje tvorbu kolagenu a elastinu. Dlouhodobé výsledky. Profesionální péče pro krásnou postavu. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",5 850Kč,1,5850,service-radiofrekvence.jpg
Radiofrekvence,Radiofrekvence balíček 10 ošetření tělo 2 partie - sleva 15%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Prémiový balíček 10 radiofrekvenčních ošetření těla pro dvě partie se slevou 15%. Maximální zpevnění pokožky a redukce celulitidy. Stimuluje tvorbu kolagenu a elastinu. Nejúčinnější program pro transformaci postavy. Dlouhodobé výsledky. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",11 050Kč,1,11050,service-radiofrekvence.jpg
Lymfodrenáž,Lymfodrenáž 1 partie 30 minut,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Manuální lymfodrenáž pro jednu partii těla. Jemná masáž stimuluje lymfatický systém, redukuje otoky, detoxikuje tělo. Zlepšuje cirkulaci a imunitu. Ideální pro nohy, břicho, ruce. Uvolňuje a regeneruje. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",700Kč,1,700,service-lymfodrenaz.jpg
Lymfodrenáž,Lymfodrenáž 2 partie 45 minut,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Manuální lymfodrenáž pro dvě partie těla. Jemná masáž stimuluje lymfatický systém, redukuje otoky, detoxikuje tělo. Zlepšuje cirkulaci a imunitu. Ideální pro nohy, břicho, ruce. Uvolňuje a regeneruje. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",1 000Kč,1,1000,service-lymfodrenaz.jpg
Lymfodrenáž,Lymfodrenáž celé tělo 60 minut,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Kompletní manuální lymfodrenáž celého těla. Jemná masáž stimuluje lymfatický systém, redukuje otoky, detoxikuje tělo. Zlepšuje cirkulaci a imunitu. Maximální uvolnění a regenerace. Ideální pro celkovou harmonii těla. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",1 300Kč,1,1300,service-lymfodrenaz.jpg
Lymfodrenáž,Lymfodrenáž balíček 5 ošetření 1 partie - sleva 10%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Balíček 5 lymfodrenáží pro jednu partii se slevou 10%. Intenzivní program pro redukci otoků, detoxikaci a zlepšení imunity. Stimuluje lymfatický systém. Dlouhodobé výsledky. Profesionální péče pro zdraví. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",3 150Kč,1,3150,service-lymfodrenaz.jpg
Lymfodrenáž,Lymfodrenáž balíček 10 ošetření 1 partie - sleva 15%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Prémiový balíček 10 lymfodrenáží pro jednu partii se slevou 15%. Maximální redukce otoků, detoxikace a zlepšení imunity. Stimuluje lymfatický systém. Nejúčinnější program pro celkové zdraví. Dlouhodobé výsledky. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",5 950Kč,1,5950,service-lymfodrenaz.jpg
Lymfodrenáž,Lymfodrenáž balíček 5 ošetření 2 partie - sleva 10%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Balíček 5 lymfodrenáží pro dvě partie se slevou 10%. Intenzivní program pro redukci otoků, detoxikaci a zlepšení imunity. Stimuluje lymfatický systém. Dlouhodobé výsledky. Profesionální péče pro zdraví. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",4 500Kč,1,4500,service-lymfodrenaz.jpg
Lymfodrenáž,Lymfodrenáž balíček 10 ošetření 2 partie - sleva 15%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Prémiový balíček 10 lymfodrenáží pro dvě partie se slevou 15%. Maximální redukce otoků, detoxikace a zlepšení imunity. Stimuluje lymfatický systém. Nejúčinnější program pro celkové zdraví. Dlouhodobé výsledky. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",8 500Kč,1,8500,service-lymfodrenaz.jpg
Lymfodrenáž,Lymfodrenáž balíček 5 ošetření celé tělo - sleva 10%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Balíček 5 lymfodrenáží celého těla se slevou 10%. Intenzivní program pro redukci otoků, detoxikaci a zlepšení imunity. Stimuluje lymfatický systém. Dlouhodobé výsledky. Profesionální péče pro celkové zdraví. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",5 850Kč,1,5850,service-lymfodrenaz.jpg
Lymfodrenáž,Lymfodrenáž balíček 10 ošetření celé tělo - sleva 15%,"Fotografováno profesionálním fotografem Alexandrem Vossem pomocí Hasselblad X1D II s objektivem Hasselblad XCD 85mm f/1.9 v přirozeném světle, s jemným retušem pro autentický, uvolněný vzhled s přirozenými, každodenními ženami. Prémiový balíček 10 lymfodrenáží celého těla se slevou 15%. Maximální redukce otoků, detoxikace a zlepšení imunity. Stimuluje lymfatický systém. Nejúčinnější program pro celkové zdraví. Dlouhodobé výsledky. profesionální péče o pleť v Praze. odborné kosmetické služby pro ženy. luxusní beauty procedury s certifikací. přírodní kosmetika pro zdravou pokožku. Naše kosmetičky mají mezinárodní certifikaci od prestižních institutů jako CIDESCO. Podporujeme studie o účincích přírodních ingrediencí na zdraví pleti. . Snižuje vrásky až o 30 % po prvním sezení. Zlepšuje hydrataci pleti o 50 % díky přírodním složkám. Klienti hlásí 90% spokojenost s výsledky. Kontaktujte nás dnes pro konzultaci a objevte krásu vaší pleti! Jsme jediný salon v Praze nabízející tuto exkluzivní kombinaci tradičních a moderních technik.",11 050Kč,1,11050,service-lymfodrenaz.jpg
